session_folder,frames,video_fps,max_speed,max_ang_vel,max_accel,swing_tempo,smoothness_index,path_efficiency,curvature_rms,backswing_duration,downswing_duration,backswing_peak_speed,downswing_peak_speed
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\052f8a05-916d-4300-badf-aa80d38d1c6d,77,50.0,59.63826723025004,117.92001963503915,2272.1533287073953,0.5416666666666667,-9.10024051441032,0.01473491769455176,16.866262090103866,0.52,0.96,45.443066574147906,59.63826723025004
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\0de5883a-0f0b-4e36-aa9d-2115230940b7,69,50.0,4.175301326308643,0.02485797718494999,60.617206898515654,0.05882352941176471,-6.557802484296789,0.901867518907084,969.7038428580286,0.02,0.33999999999999997,0.00801210500685716,4.175301326308643
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\0f116f84-9ff5-4346-abf4-aa3ffef93b6a,502,30.0,16.94572619560913,21.387954932405275,320.28714308253825,0.19047619047619047,-6.28584245526845,0.08929536091645017,367.8880738187038,1.7333333333333334,9.100000000000001,0.12527457416510307,16.94572619560913
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\15f312b0-d99c-4535-8c57-5b099a1428be,649,23.976023976023978,6.8878906285666215,10.11379191429185,38.35053949831002,0.08176100628930816,-4.57419068265473,0.21099715431787935,2587.766817315101,1.0844166666666666,13.263250000000001,0.006473106823908176,6.8878906285666215
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\1923a324-7b77-4d06-a3a6-8a7fd6e6fd8b,177,29.832056570418384,9.44444057473465,5.419664389835609,140.88929645440246,0.9420289855072468,-4.706360970627187,0.5127443783205885,348.8960959092161,2.1788641975308645,2.3129481481481475,0.2257606823572903,9.44444057473465
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\1efface8-4d43-4627-bf20-1017135f0a83,328,30.0,2.6142402168864245,1.7138165963549328,38.02352311725549,0.13114754098360656,-4.575036466010232,0.9425344575211291,1610.725001184506,0.26666666666666666,2.033333333333333,0.02112108986794532,2.6142402168864245
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\2850af90-f8fc-4050-a178-b659098e69df,83,30.0,13.305382724653558,11.121545678983741,165.88236760052533,0.3125,-6.702978637998397,0.782781216506993,535.0999823216825,0.3333333333333333,1.0666666666666667,0.2185018263657679,13.305382724653558
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\2ac2bc4c-b28e-4adf-a94e-a1227f7801d9,183,30.0,3.9513610136887984,3.472099821577129,13.625097807938843,0.6111111111111109,-3.1657738480275737,0.9417475397290864,467.0901349952157,0.36666666666666664,0.6000000000000001,0.05769173475490245,3.9513610136887984
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\2d1d534f-da92-4cd2-830b-7c8b6382e676,649,23.976023976023978,4.41730659901356,38.07900013817541,36.39069991183322,2.8076923076923075,-4.249413284917321,0.020399058682855402,274.8010456792725,12.178833333333333,4.337666666666667,1.667575630225288,4.41730659901356
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\2e777553-6d50-42a0-9b93-ba0d32a6d98a,223,59.92583019610046,3.808014319573084,1.205837820357311,42.3001253838701,0.4651162790697674,-4.190369528498219,0.8063184615886737,1192.2445897676762,0.33374589779653074,0.7175536802625412,0.0392232058897337,3.808014319573084
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\2f15e60c-d955-4db2-8c3b-f233f9c696ad,453,30.0,4.130969555613442,0.0,17.792700151212678,0.10344827586206896,-4.785615798279426,0.9901489261586267,51.337176133909736,0.1,0.9666666666666667,0.2678537977590922,4.130969555613442
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\32afaf69-d3a9-4e07-b029-92248bd657cb,97,30.0,10.34527833362685,0.07798621868984196,56.45113450949921,2.6,-4.288108470394719,0.863380034565656,619.8582867404606,1.3,0.5,0.06945869747937364,10.34527833362685
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\32fec03e-0046-4581-885b-ef0d7f174e53,200,30.0,13.519464572913598,8.328661019985002,194.64866699063944,1.5312499999999998,-5.173395988144839,0.3334036018329711,716.8307248365134,1.6333333333333333,1.0666666666666669,0.7447147035649037,13.519464572913598
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\33208955-66a2-4112-800a-cf10ecfc0828,300,59.94005994005994,9.982037987828763,4.548883873030453,319.69820725882977,0.4477611940298507,-6.619205669412406,0.727713282898046,2604.418251461116,0.5005000000000001,1.1177833333333336,0.09799049483284435,9.982037987828763
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\332a7a76-cfa3-449e-9150-f93050fed050,88,50.0,1.6232640649363819,0.32820648909418493,28.70581323170751,0.38461538461538464,-5.687015554067217,0.5471779620780803,720.3934249910329,0.1,0.26,0.5741162646341502,1.6232640649363819
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\36b05de8-5e98-425f-8b72-8e505337e150,103,47.95232700693679,0.8886520998669093,4.444844862788097,13.901351614079605,2.499999999999999,-5.617511815223932,0.9119152049315219,113.8917075487998,0.3128106796116505,0.12512427184466024,0.22537721361661514,0.8886520998669093
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3b89ea04-d406-49af-84b4-f944b83bd242,273,30.0,3.5473983942351053,24.09089823993681,10.479358993254959,0.0576923076923077,-3.4301659072350685,0.9771100083004629,1538.6294940094012,0.1,1.7333333333333332,0.01359331226429715,3.5473983942351053
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,300,59.94005994005994,4.340607636473529,4.159460705838415,13.269955526011971,1.4324324324324327,-5.373947078040482,0.9021389343487703,1761.09503704954,0.8842166666666668,0.6172833333333333,0.05730754419417395,4.340607636473529
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3d2d3fba-5e87-4b9f-97a7-05ca1da9dd0f,323,30.0,7.431228050548759,12.880506671429998,86.87173093267685,0.04411764705882353,-6.246284372785849,0.9788177530420454,2594.5881959289527,0.1,2.2666666666666666,0.001737917506914361,7.431228050548759
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3d47c3b9-21d9-4794-995d-52804115fb8b,64,50.0,8.689043965792376,4.692623729694203,204.29732041597333,0.125,-6.918047596710404,0.7616258629884417,8.249089154953287,0.02,0.16,0.7480462208168409,8.689043965792376
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3fcbd2bc-bf2f-453f-821f-e9d90e2b2ead,95,30.0,9.399112299458409,8.761748465126944,99.40620501484266,1.2631578947368423,-4.664862430125419,0.7312274833561585,187.9284984055669,0.8,0.6333333333333333,0.07844801471890867,9.399112299458409
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\42f8729a-ed28-45a2-bf9b-397d2d698bb0,84,50.0,4.597400801662463,1.8948378325589912,68.20893362908024,0.25,-5.9778023334519705,0.9033858527020477,72.40525777712384,0.06,0.24,0.662840377473005,4.597400801662463
C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\451867f4-8a40-46f3-a665-55aa1285c898,77,50.0,0.37830600457409475,0.04516768687072292,18.915300228704737,1.0,-6.038059555583993,0.6793022026023843,215.35508835693318,0.02,0.02,0.37830600457409475,0.37830600457409475
